fulfillment_id,order_id,fulfillment_date,fulfillment_method,shipping_carrier,tracking_number,estimated_delivery_date,actual_delivery_date
4c16edd6-7c53-45e2-aaa3-a355c1014ac6,6deb2304-e46e-4690-bc1b-f92cfd6e225c,2024-09-22 21:49:18,usps,Brown and Sons,3f5a4d9f-6d09-48ce-a295-72ecbee17036,2024-10-20,2024-10-25
60bb9279-0de8-4669-9aee-cc362f35f159,11e315d7-ac5c-4b18-9697-d1b106acb08f,2024-09-29 23:57:03,usps,Ballard-Brown,dec58093-4f96-430c-afa2-2ddaf7c21f9f,2024-11-08,2024-10-27
80af1b68-c198-4e00-ba4f-20eda6a445e0,97a6f17b-e3ce-4fa0-b47c-882ec7468e24,2024-10-01 05:40:24,usps,Davis-Wilson,8c9a0900-5468-422d-a4ac-b4379687cbc7,2024-10-19,2024-10-12
699b3ae9-4571-4bc8-a085-0b1923480b12,291979b6-7327-47b9-8322-21c79ad7b9c0,2024-09-21 16:54:18,in-store pickup,Barnes PLC,faac3e36-fdc4-4da4-86f9-8ca8301221cc,2024-11-02,2024-11-07
4ca38382-0de4-48d1-aded-29680078746d,a56788b6-30a4-4ef1-bd2f-ed74be17c2b4,2024-09-24 05:15:47,ups,Martinez-Ramirez,4dcfcbd3-d230-4ea8-9dd8-49d8f4ab1b1e,2024-11-01,2024-10-14
4b90bfa5-333a-447b-a1ca-57876114ed95,e05490cb-57fd-43e5-b0b8-7b47df1ccc19,2024-10-03 10:18:02,usps,"Morales, Ross and Sullivan",1295e3c1-e2ca-439e-b53e-06e84760398a,2024-10-18,2024-11-08
49584f07-61e8-4afd-a8aa-a97df42d18a4,a68c89b6-2a77-4897-8368-a3fcb9b6f0de,2024-09-29 02:51:06,fedex,Harmon Inc,391c3676-861b-4d56-8ffe-1944043d1576,2024-11-07,2024-10-21
cb382b40-27a6-470a-ba59-29ecf0a4f003,945b100d-0754-4482-9c67-db3c1c18faf7,2024-09-14 20:43:26,fedex,"Rodriguez, Robinson and Clarke",95bcdf2f-ee4b-4faf-a78b-484e6dfc1d67,2024-11-04,2024-11-07
e00b2fc2-c23c-4c3e-a970-a935ee0808d6,6979c7ee-7eb2-4600-b54f-64b2f7a4ad4e,2024-09-12 15:03:38,usps,"Wilkins, Lee and Griffin",251cd6cd-431a-452f-8dbb-b80e3457ef42,2024-10-17,2024-11-03
01bf2d1c-b093-416d-a997-d79cd2065f64,2ee932d5-7ebd-40f4-8edc-859e62e80c2f,2024-09-30 04:56:16,ship to home,Powers-Martinez,1fe40fff-5c9d-46b3-91e7-aafcbeb339e4,2024-10-10,2024-10-13
f0f14d46-3e6b-4c96-9e3a-3eb428ca894d,75fd4c76-c7f6-4b0c-b92c-c9feee07477c,2024-09-16 09:37:28,ups,Wright Inc,8c5687d6-c77d-4a8c-8e51-f719415e0c5e,2024-10-30,2024-11-05
81937b24-6aeb-40ac-8d84-33f41ccfcd35,6baea45d-c904-4214-bc10-a8a363c3d936,2024-10-02 02:45:18,in-store pickup,Jennings-Spencer,c7285920-668e-403b-8bd4-11c884ca530e,2024-10-22,2024-11-04
996c6cdb-34e5-4ecb-9276-b1387cb6db71,d6130719-988c-49ea-af23-a238eaf3bb8f,2024-09-22 14:50:28,in-store pickup,Sanchez Ltd,7b1f1c2f-3f92-44e1-bf99-25477151d987,2024-10-21,2024-11-08
45605c9c-b3e7-405d-aeba-af03ced49030,621c4186-e207-4899-8bd3-4565d3006b96,2024-09-18 10:07:07,ship to home,Jenkins-Fleming,23a720d8-ea8f-435c-975d-c3654b95f4a2,2024-11-06,2024-10-29
d9d5a328-ea04-4be3-9175-919edf03b806,d156645c-fc57-4727-a120-44da86bddaa0,2024-09-24 22:57:46,ship to home,Wright and Sons,4520f559-f556-4082-9252-c66d9a9d8eca,2024-11-01,2024-10-19
7b597ec3-a98e-4bf3-ac4a-1be00720ac64,a880e1f8-eb38-40c3-8167-d34349deef2c,2024-09-21 14:05:10,ups,Lopez-Thompson,a347a40d-d7f9-44bc-99a6-6df8d124bd3d,2024-10-18,2024-10-13
654053c3-ee3b-4191-8caf-f37b767af515,2c68b631-1486-4a51-b957-28e7f36ba8ea,2024-10-10 07:52:06,in-store pickup,Moore-Chapman,4ad7df28-e6c7-42b8-84dd-6ccfef5509a2,2024-10-19,2024-10-25
42e2990d-a926-4061-b5cb-1f9935918800,7d927daf-e052-4fa7-aa76-231f88563225,2024-09-15 04:58:48,usps,Medina-Carney,77636fa7-921d-44bd-b1c8-40feb48dc4ea,2024-10-24,2024-11-08
4c2ca097-8482-47f6-9530-f06c0b87c6ea,02eda160-2c71-44e7-b40c-274609f51be3,2024-10-05 02:43:55,ship to home,Garrett-Smith,1feae5fe-122a-4890-9dee-14654b0c2a34,2024-10-19,2024-11-03
53214f5e-1aa1-4479-8363-241c396f867a,a081911b-530a-4eee-bf75-86e4a504534c,2024-09-11 03:44:57,fedex,Johnson LLC,496cd8e6-f0d0-43ea-8b4d-13c4ddaadba5,2024-11-04,2024-10-18
eaf8bd00-4a07-44f5-accd-78f5cdca8385,05b4dcca-d542-41d1-9191-3cd6a2873eba,2024-10-10 09:00:13,usps,"Lewis, Mitchell and Nelson",4bc63e2d-b3d1-46dd-8e90-fdd592c587e4,2024-10-28,2024-10-17
9ce08034-0098-4b87-b0da-6ab65d9cc6e0,750773ef-acf5-4e93-8e2f-96472f00db21,2024-09-16 06:05:53,in-store pickup,Jones-Roberts,4d4671e1-252b-42ff-ab2d-e14e8e39adb4,2024-10-16,2024-10-13
20ada118-9d0c-4739-8a33-91e17e651760,a207af78-92e3-4b39-84ad-7c6618b4d5bd,2024-09-11 16:00:06,usps,Thomas Inc,3980d339-6337-44ba-b378-80be0f00f3ce,2024-10-18,2024-10-11
6db900e7-3a19-4326-9c65-384a8377152f,33addd33-da1d-4814-9c4c-8cf0f197f8f3,2024-09-21 20:33:01,ship to home,Glass-Martinez,78abfb69-a50f-41fa-a5ab-6646a5588ccd,2024-11-05,2024-10-20
9e81ffae-963e-45d9-abe5-fd2c73f22e92,697dd159-db32-4fc6-8148-c91ea5d34c68,2024-10-03 16:13:46,in-store pickup,Oneal LLC,5733003e-351b-47d0-b4ea-a6080c502a51,2024-10-31,2024-10-29
44400ce0-c506-4434-9028-577f75daeb5e,e1f1febc-850c-493c-bda2-75438fc474cb,2024-09-19 06:08:16,ups,Horn-Coleman,735f31ad-7fad-4781-8588-74a3257ce1f9,2024-11-07,2024-10-25
dc6b7cde-0b51-480b-ad2f-c813123e1fa3,4a888a3b-41bb-4057-b096-9d6d87e6edb6,2024-09-27 23:53:09,fedex,Walker Ltd,21af835d-675c-4479-bb1c-a9ad6c32cd50,2024-10-14,2024-10-23
3ef2866a-3a8d-41ac-96f7-5546eb8c0a4b,082f6be6-6b53-487e-a510-2a539e17002f,2024-09-21 00:53:30,ship to home,"Rivera, Woods and Blackburn",d68f7e2c-09cd-49a5-8896-2b5de62e8f34,2024-11-07,2024-10-25
9b3208c4-094f-4d16-a076-abf9b89493ff,5465219f-746c-4274-b8b7-c01777871770,2024-09-26 17:14:09,ups,Blake Ltd,dbe4da34-00e7-474b-9dd8-1fd52f9dd1b7,2024-11-06,2024-10-30
444dc605-218f-44bd-b482-0aaf8914ee01,013f2a54-0d4b-4083-b38b-35cfe16b8282,2024-10-08 06:42:09,ship to home,Hernandez-Sweeney,07b9ba34-8a0b-4ca1-933f-5ad74ab4ced2,2024-11-02,2024-10-31
d952cae1-356b-45d5-9a8b-0e31e5893cb2,3be6c727-1c6b-4fff-92f8-b795962d1a05,2024-09-30 22:54:12,in-store pickup,"Bates, Fleming and Wilson",4f574c7c-e121-45b8-b75c-c2caa1dafc6b,2024-10-11,2024-10-21
344ce2ba-7d62-4a34-9b7d-5b58a75b45e6,bdbeb064-a3e8-44ed-ba96-ce065ded626b,2024-10-05 07:42:47,in-store pickup,Davis-Meyers,ec152eec-d75e-4ef8-b6fd-cd0a53c3ad57,2024-10-23,2024-10-21
bf7b9aba-0539-41b7-8c84-53a127355630,627431a4-97df-4ead-9e21-e0c1d21cebd5,2024-09-25 05:36:21,usps,Wilson Ltd,38d9c72d-4523-4cba-a330-a3c11be44212,2024-10-20,2024-10-14
160fd022-81d8-4cb1-bafb-315c120c5bfb,f55fd53c-637b-4f37-b469-7d0e1d41750b,2024-10-10 17:34:10,ups,Hernandez-Dorsey,66c7d037-1fb0-4e50-97f4-9d9204e53f7c,2024-10-25,2024-10-29
b8cbdba3-d618-4c5b-8032-79dc2ed93b0d,ba31a676-ab09-456b-9181-e730f295ae8c,2024-09-11 17:18:20,ship to home,"Orr, Hernandez and Smith",ffd0042f-601c-45ee-b654-20d7cf0c1567,2024-11-08,2024-10-16
42605eb0-aae2-4113-b724-8b5ea17aae26,c074000b-7953-48c4-88b4-8c9c5656e921,2024-10-04 11:35:01,ship to home,Mitchell-Wallace,c6cb4eff-db4c-4197-9ac0-81a649fa619f,2024-11-08,2024-10-31
18d158d9-6b76-4986-8a70-5bc1a5625b5d,8014cfc4-9c27-480b-9f3d-1df4fbe7a558,2024-09-29 15:34:31,usps,Nelson Group,d0761f5e-323a-4386-bdf1-e7530fa1a4fc,2024-10-12,2024-11-04
a014ab74-df6a-4e44-8090-e4eea8e267be,2314fa64-3b31-4eac-9516-286874f2d299,2024-09-22 12:20:21,in-store pickup,Lewis PLC,e43da115-43d5-4b59-a745-b605c073282b,2024-11-05,2024-10-16
9f3da830-0fbf-4999-bf4e-d90247e0d821,ebadee4d-7c50-4da5-899e-5aa321044026,2024-10-03 22:59:25,ups,"Moore, Brown and Brooks",87ae76fc-90d1-40db-a9b6-c5c1fce9c6c0,2024-10-23,2024-10-28
59701647-189b-41bd-8918-bec22406bee6,87030356-6335-4d7c-9491-4e123b1b46d6,2024-09-22 12:47:40,usps,Lee Inc,3ef0c1c4-5cba-4bfc-a92b-b27d22b1c0cb,2024-10-23,2024-10-27
2b853b5e-5193-4fca-8c33-5063bfe8baa4,c1db4d63-78f8-49e9-8eaf-3349fd987176,2024-09-21 23:40:54,in-store pickup,Brown-Harmon,b760b258-1b04-4340-899e-83f8a8446e6a,2024-11-08,2024-10-22
42eb6ece-00b3-416c-9f20-a0a68498828e,e5b36130-1332-4c85-8a68-5e886576c73b,2024-09-14 18:16:10,ups,"Campbell, Smith and Burke",5ef3cb0d-f1c4-44f2-b1ba-2008e804ae61,2024-10-25,2024-10-26
ffb597ab-be0d-49fb-ab92-adc1909d03be,c18412e6-e1fd-4cc2-8bf0-78f216c9c831,2024-09-22 18:39:50,ups,Smith-Moore,714fdc13-523b-466b-af80-2770d99fecbf,2024-10-23,2024-10-26
109f293c-3c2d-4078-a2ae-88fc52c2bfa9,555e39b5-b78b-4990-bdf8-a4805b498f51,2024-09-26 03:57:56,ups,"Cobb, Delgado and Noble",c638b62b-c85e-4bf2-bd49-2675f0dfbfd8,2024-11-05,2024-10-12
8300289b-9d86-4687-b189-c1ffe98d7450,5ba0a6d9-6717-4b32-ab18-96f194fdd7ad,2024-09-12 05:42:19,fedex,Anderson-Luna,d874bf35-3768-4604-bda6-b1e1bae55a55,2024-10-20,2024-10-16
25b3bf81-5178-4aaf-96ed-9b9fbc5ffe34,2513664c-5c0e-4130-afe4-44f8897cea4a,2024-09-20 18:15:53,in-store pickup,Garcia-Davis,bf5e0aa2-d170-4a47-8389-73cbeef91291,2024-10-16,2024-10-29
49cb8d0a-3055-4cf0-bfac-e51356a45bf8,64b8d121-ac8f-4f14-bf0f-fa7c3b55eab7,2024-10-04 07:40:17,ship to home,Henson-Martinez,b1fc7d9a-408c-45c2-ba55-5449227e16ea,2024-11-06,2024-11-05
86cc17b6-8570-4cc6-a0cc-eeeac0568dbb,fcea4fdb-3376-4a5b-9e83-ad1ea2788ca1,2024-09-29 20:24:48,usps,Moore-Perez,97de4ee4-e5ae-4f06-9364-35ebcd4fca9b,2024-10-25,2024-11-07
2df65f6e-3103-49f4-bfbe-1e5ddb31bbb1,8fc40fcf-2e8d-4712-8984-028820283767,2024-10-08 23:40:56,fedex,Mitchell-Cortez,3d3f45fb-6a08-4463-bc5b-c582d554160c,2024-10-29,2024-10-12
59afe421-cf16-47d9-8172-4455a0fe25bc,4a2429d7-37cc-434e-8ca0-a0b9fcec913b,2024-09-15 05:23:18,in-store pickup,Mcconnell LLC,e814d150-7253-4980-91dd-84cc1acea0e1,2024-10-22,2024-11-03
ea3f3a45-c3be-4918-9f02-7fe398f59d78,64919900-f7e4-4dd5-b58e-06956f058656,2024-10-04 12:37:54,ship to home,Keith-Williams,8d1c3bb0-e11d-4a39-8cf2-139ae218e695,2024-10-29,2024-10-10
8a7b1945-8085-4dc4-a325-094d6578e56d,1b32c647-743d-45bd-acf1-c249358afaf4,2024-09-19 20:44:14,in-store pickup,Turner-Reyes,0ff94ff2-29db-480a-9af7-77cb8d975cf6,2024-10-21,2024-10-10
7fe321c0-e03b-4f4d-b6fc-acf8f1a143a6,ee80b8c2-817b-4863-980f-35b9f3cab101,2024-09-26 09:30:49,ups,"Bates, Donaldson and Hill",a68b783b-2413-4337-88fb-27b84ca184d1,2024-11-01,2024-10-16
d1b6b904-ccf0-4e8b-890a-5ff2e5e32e46,ed939477-cab9-49c8-aa59-7c3b152fc0ce,2024-10-03 11:30:29,in-store pickup,Schultz Ltd,cd113e08-fa15-4357-b21d-1e3db6da45e5,2024-10-12,2024-11-02
d8766be6-72ff-4f29-8c7f-82cd2283d0f6,f1d051bd-fc53-42a5-a961-a1b45e0ca4cd,2024-09-25 12:07:06,fedex,"Vaughn, Olson and Grant",4cfdfac6-bd51-4a9b-9f98-2c94d57e8e3b,2024-10-10,2024-10-19
52edc543-a636-429a-be5d-679832d3d090,871bee0c-5775-4505-a79c-02e50ffacfd8,2024-09-20 12:06:42,fedex,Bradford-Conner,ebd26ee9-42f1-4bad-ad51-357d6b58e8d2,2024-10-30,2024-10-25
9fcf3ab3-485a-4526-9e90-b0a18a32efb4,547f73e3-d582-43f8-b93d-21046e72e9e9,2024-09-22 21:22:28,ups,Wilson Inc,e7388c9d-9935-4f63-83ed-f8e6de840ca2,2024-11-08,2024-10-18
4e4e1148-48d5-445a-829a-5e585333ec52,a0a97392-62fb-4a90-8c94-0c2b1592075d,2024-10-03 21:14:29,in-store pickup,Bryant LLC,0bd6b21c-1fda-4313-ab7d-c7d331822f05,2024-10-16,2024-10-14
2a03350a-1b08-46f7-9d09-2fa44ad379e3,bf89164e-02eb-41ba-a3c5-42e9487547d3,2024-10-05 17:39:36,in-store pickup,Bryan Ltd,62c7251f-1c16-4f02-a4ea-5c049662a7c3,2024-11-02,2024-10-31
f6df69b4-ee63-497c-b38a-e805a6a234ef,ff2c8258-ecbf-4c09-b2e9-5153c95699c0,2024-09-20 09:42:15,usps,Wright Group,889f9063-7250-4617-ad98-e0d049d6c3f9,2024-10-11,2024-10-26
fcd36ec8-dcae-4be5-83c0-b100d15abf7e,9590ac64-e6df-42a2-827e-9b6791b4241e,2024-09-27 03:28:14,fedex,Flores-West,b6bba8b3-bca3-412e-8442-829847224863,2024-10-17,2024-11-04
a86b75de-fae6-405e-9154-40421c6f318e,10c4e186-1f96-41b8-bcf4-0762fcec4880,2024-09-16 01:44:05,ups,"Duran, Guzman and Pitts",9ef2f617-95d9-41e7-928a-ad92edb0a4bd,2024-10-21,2024-11-03
7eb6d385-8420-431b-a892-698827f4a722,eaaab9f4-9d27-461c-b114-012abebfe5bf,2024-09-10 20:35:43,ship to home,Rogers Inc,d4c11995-3bc2-4966-bfbe-dd4e73ae3ea0,2024-10-22,2024-10-29
b2ba7403-3a0d-4cb9-b3cf-d2f635107e33,5bcb8c8e-bfff-4207-abbc-0f18598de969,2024-09-11 02:23:45,ups,"Calhoun, Lozano and Smith",9b6de277-3a43-421e-828a-1ec2145d819e,2024-10-14,2024-10-25
3066a9e5-6b40-41bc-abed-b436d8b93d7b,b59adada-5fdb-4c30-aa99-0cd164ed942b,2024-10-03 05:19:48,in-store pickup,Watkins Inc,2ea6d775-11a7-4f03-b82f-a7d7a4654ed0,2024-10-29,2024-10-21
46f69845-a218-4774-8b29-0270aaaebab4,c8e6743b-dfe9-4cf8-9266-af36cbb15bf2,2024-09-15 18:21:07,usps,Powers and Sons,b7098f0b-33ea-469c-bc39-dfe784667b65,2024-11-02,2024-10-25
347f74c6-e1dc-4018-b241-e246992d43c8,d4e0d502-d2d1-4e7a-8af1-f8ecdbd8a78f,2024-10-05 16:55:31,fedex,Graves Ltd,caca61ac-b4a6-4909-b300-95b5cef8df34,2024-10-28,2024-10-22
28180a74-2fc5-4ec7-b677-b1264ee88a1a,d8ea0cf5-137c-4c6b-a572-7aac666d43d8,2024-10-04 21:37:13,ship to home,Walker-Hernandez,e3badb8a-7aa5-41fa-afad-7c981a85574b,2024-10-18,2024-11-03
923034c2-750c-4caa-bdcd-c07d6d595e5a,117d0aaf-3791-4337-9cfc-d696f3b02935,2024-09-23 16:10:27,ship to home,Clements-Doyle,bd6963fe-9300-44a3-891c-37712631d43e,2024-10-23,2024-10-25
a3979bcb-04c7-4cff-85e6-98c7040f7958,b5931f70-13fc-4db3-84a2-9fe7cfc405e5,2024-10-03 18:22:20,fedex,"Castro, Werner and Anderson",2617f373-e94e-487b-8cc2-bc4d98fb2bd9,2024-10-31,2024-10-31
d97562f5-23f3-4cf5-922a-7f401610fcc8,a03b8faa-12cc-4f97-a8c6-58c0f07e0f47,2024-09-29 03:59:51,in-store pickup,Dixon-Ford,0136658f-bfb3-45e7-974a-bf5874615247,2024-10-26,2024-10-10
c97eb606-bce9-43c9-9c84-9bf7cc446b38,6c058a5a-53b4-4a7b-aa8d-76a336f722a6,2024-09-15 16:14:33,ship to home,Chen-Smith,ede7dbd4-3b60-4e2b-b369-605bee8aa015,2024-10-10,2024-11-02
4e51281c-f99b-44b3-9603-a2b993ac3642,ca000a09-8a99-4524-a710-02b1aa9b638c,2024-09-22 04:04:29,in-store pickup,Johnson Ltd,e3529c36-0d27-4454-a8b0-45e785d1a91e,2024-10-14,2024-10-13
a7ea06da-639d-460d-9d56-a8e5843a1ac4,69cd78c3-f935-4660-9f79-d45f7a88455d,2024-09-17 09:43:55,in-store pickup,Jacobs Inc,80fad51b-0b00-4d79-aa95-3330affbf1d1,2024-11-06,2024-10-16
673bff33-efae-4fdc-9480-2cca60d945e9,6f6dcdce-ef2f-4f06-bbc7-e8f2c9c98b7d,2024-09-30 05:19:54,ups,Wright Ltd,5d203b01-928e-4a18-8fa1-c55f78e7b77b,2024-11-04,2024-11-01
8523c31b-82fa-4291-a103-fee630945503,ec69716e-1fc6-48f8-9c73-c42a0fa42084,2024-09-23 13:49:35,usps,Harvey and Sons,ed2d2a3d-b96f-4089-9a2c-7f6e48923a8f,2024-10-10,2024-10-21
f8abc7e5-1a98-498e-b423-8c8498d4e8d8,15b24169-78bd-4998-8296-981da3a13c60,2024-10-04 21:29:47,ups,Russell-Whitaker,9bdadab9-5be7-47a2-9c82-7fa9c4f6d70e,2024-10-13,2024-10-18
76f1b5a7-4d09-4218-84fb-3acbb9a7d96a,135933ef-f41f-4359-b06a-b27ddd76d18a,2024-09-16 11:44:14,ship to home,"Wilson, Ramirez and Chang",cc2fc873-e43f-4ee1-999a-d88292769b96,2024-11-01,2024-11-03
1fe54137-fb15-48bf-a4c6-b4f1546e80cd,fd9e7128-34cf-4b52-9693-3dcc48b8a81e,2024-10-06 17:28:15,ups,"Moses, Ibarra and Fisher",fa83ceb5-0e70-40aa-9118-b5c88694e96d,2024-10-13,2024-10-10
b13a0e13-fd38-4efd-8ed5-f05fadf23a88,39ebb5c1-1c96-458f-b794-5f6a0e05a7d9,2024-10-01 16:57:58,ups,Pineda-Davis,cf8544f5-9c56-470c-aa70-7c8766abb486,2024-10-10,2024-10-25
07571138-acb4-4a64-a124-97e261714b33,a18defc3-532d-4931-a8ff-ab7d867b923c,2024-10-02 17:22:59,in-store pickup,Doyle-Knight,b96c4a67-f140-451e-a8ba-98eec6269516,2024-11-01,2024-11-02
38d58458-63e7-4d6b-89b1-ebd22497ea10,f8d6c0a8-bb4e-4c83-bbff-9ce41e10ecd1,2024-09-20 21:09:52,fedex,Duncan Group,1e93253d-760e-4985-bf34-6227831255f0,2024-11-04,2024-10-11
49bc4f44-b67a-414f-a5b7-9d0701d8113e,79e0645e-67ae-4e46-b3c4-73179da36282,2024-10-03 08:56:45,usps,"Poole, Jones and Archer",948cb953-3640-4871-9cb2-cf5501cd054f,2024-10-10,2024-11-08
f6b943ef-eca8-437f-aa99-385b9125ced5,83b63e07-13e4-4736-9d36-9fac9345fd0d,2024-09-21 21:47:39,fedex,Alexander LLC,658c5a10-0e0d-4083-94ec-2d4f0619a7ec,2024-11-04,2024-10-27
390f07f7-7ec5-4e02-8e66-ec425a312e11,02966dcd-597b-4f2b-ba53-d95084b563cc,2024-09-11 09:20:15,ship to home,"Koch, Ewing and Brewer",578a9f4b-9444-4d65-8eac-5b07ef214014,2024-11-07,2024-11-03
1a96f291-70c3-4fea-891e-8420ec7c0ecd,27d64572-b130-4e3c-8c26-e77a7b8261b0,2024-10-03 21:41:26,usps,Pierce and Sons,5f8e285a-85cf-4a5d-8369-8a0dfd95f94e,2024-10-14,2024-10-24
96e9262c-4f36-41f0-ab54-24b77bab655a,fd27582f-dd9d-42c8-8402-3811ac47151a,2024-09-14 01:26:42,ups,Roy-Montgomery,7ee31813-9473-4f15-8d33-a4a7dace96e4,2024-10-10,2024-10-28
597aecf9-ec6a-4c81-82de-c3a66132e9ca,0e1be3ba-a9f9-419e-a6cc-73079fc799b0,2024-09-23 17:23:42,ups,"Zavala, Fitzgerald and Romero",f0a95f52-4048-453e-9987-730951be287f,2024-10-22,2024-10-21
c4b0971f-e6f9-4f73-9c37-bd92e5057bcb,7080e147-20dd-4f4f-9409-8ef88db109b1,2024-10-04 13:51:24,ups,"Bishop, Long and Hansen",fa3eca2e-5f5b-4578-9d48-641d3702417d,2024-11-07,2024-11-06
cb14d981-e625-4dfa-a2be-50ceeacc84eb,a2d246e5-14d7-4b71-a54b-cac5f9efa0b8,2024-10-04 21:53:07,ship to home,"Turner, Watson and Mejia",052602ab-6dda-4ad1-a82c-dad6e12b4cf1,2024-10-26,2024-10-21
75a5321f-3a6d-4b6c-8227-9dded4407c13,b1b4d5ba-de56-483a-87ed-105917190dc9,2024-10-10 08:15:44,in-store pickup,"Mitchell, James and Thomas",df621ac7-4852-47f2-ab82-7b94e22ecf62,2024-10-17,2024-10-18
104538db-7799-4dfb-88d8-638ddf93a259,f3e98b40-6857-4288-bd6e-836efe62c5e6,2024-10-09 17:31:51,usps,"Castillo, Hall and Costa",a3c33b44-d617-4a93-9173-9dc7cf4f5dd6,2024-10-31,2024-11-02
aca92cbf-51de-4255-9177-6f7125f66958,7b2bb265-a1ec-4579-91af-122edef35f1f,2024-09-14 16:01:37,fedex,"Welch, Norton and Brown",bdc83338-50ff-46d3-8543-f229b50818a5,2024-10-20,2024-11-03
afbab9dc-b1a8-41e4-8ee2-c2017939e710,37d58e3c-667f-4f83-878c-1b6108e74e7e,2024-09-16 05:53:10,ship to home,Berger-Brooks,554c7504-5bc3-42c6-aa5d-7d2cc20a40af,2024-10-27,2024-10-24
76d72373-23eb-4d84-a82b-43037d19bcd5,967f24e5-2efc-4b67-9f34-9907dcb2dd59,2024-09-23 03:18:01,ups,Joyce LLC,de81e207-e5bf-490f-aca8-8ffe683085ca,2024-10-31,2024-10-28
591c4b5a-80a7-4d02-bf5f-abd2fa3e371e,3272b1a8-4b14-4e87-8cee-c0c87a57e2ad,2024-10-06 07:04:06,ups,Howard Ltd,51f2a870-f5bd-4b5b-86e0-607f4d6933ea,2024-11-04,2024-10-22
34a120d1-aa35-4efe-9574-649d2ae528fb,cac6e2c8-98e4-449b-9325-24b956d6c21e,2024-09-14 15:03:52,ups,Valdez-Vaughan,6ef37b81-c7a4-480b-a23b-0c13c99e1250,2024-10-29,2024-10-18
753388e3-9fcb-464b-8750-7d4ded61b61f,426b00b9-5125-4c42-b3a4-79e9e766d920,2024-09-26 01:07:30,usps,"Goodman, Hansen and Key",d4ff4fc5-2c1e-4f22-bae6-53a5d1e3efd8,2024-11-02,2024-11-08
5bd70645-0d37-4ab2-9017-ee729a3a9091,0c1b9846-4ab1-43c3-b20d-1a81d1506e14,2024-09-26 21:09:36,ship to home,"Smith, Hays and Garner",30a0d1d6-f1b5-4cee-b124-e63cbc3d37bf,2024-10-20,2024-10-18
b1807b5b-9cdb-4ab9-8ff2-51d5c507d1a1,9cc26cbc-af71-43b1-9741-9dcb03c9709d,2024-10-06 23:59:50,ups,Stone and Sons,05d75573-aa7a-4fd3-8fe7-adaebf89fdca,2024-10-29,2024-11-04
37059eb8-d9e8-4097-8f9e-ca169d4fa1ee,9ad0b8d5-1055-4a8e-a519-75e72557b394,2024-10-08 21:49:15,fedex,Blevins Ltd,3d62cf41-c095-42fd-92a4-997f61b81b15,2024-10-25,2024-10-29
916a2bda-1aee-4781-a6ee-d83922c1bcf8,15189c14-cc46-4d9a-8cff-6d325490a920,2024-09-24 19:55:47,in-store pickup,White-Kramer,bc5b66c0-8605-4c9c-828e-4c69bee91efb,2024-11-05,2024-10-21
e7d4acb9-5f58-49b6-bcbb-5cb786d47827,fb976ee5-4c8d-4f87-a4da-135ec9c5fcef,2024-10-07 14:40:30,ups,Francis Inc,1e50c9ae-ba8a-405a-9da7-488fdfb8ddd5,2024-11-04,2024-10-22
e26325f5-9c3a-4aab-8ada-36121a125a68,316a6524-6024-4ea3-adad-94eb93c68ecd,2024-10-04 12:02:56,ups,Graham-Malone,90c105db-b32f-4d25-b2e0-53854094ec65,2024-11-02,2024-11-01
b76ce7a1-087f-4840-b46c-a26d51027a6a,7e34bf3f-ef76-4cf1-9be6-be0ba4f024d7,2024-09-25 07:15:34,ups,Avila PLC,1868d2c2-bff6-4c08-b78c-6a2976e4288c,2024-10-21,2024-10-18
3a230ada-8917-43f9-961d-a1df3fbabf6f,6585e2f5-1583-47e2-bbed-3df091e2bfbd,2024-10-03 01:58:01,fedex,Chandler LLC,ae5654e9-99ef-40a1-8f72-89af5d0cbe32,2024-10-16,2024-10-28
60f6c36d-03aa-4095-95a7-1b719d05474a,25bbe6fa-77ff-4fde-8674-b1fcfd3b58bb,2024-09-20 17:09:50,ups,"Evans, Morgan and Evans",3236d8f8-aa72-46fb-9864-887b295bb1d5,2024-10-28,2024-10-16
6898201d-c487-402a-b67f-355fb2a4d895,e2bb23b2-fa10-4040-b119-b4ba59ec8e82,2024-09-29 20:59:11,usps,Ortega-Wilson,2cc5560d-6f1e-462c-8858-64b820c7c032,2024-10-14,2024-11-05
aba05f7b-b6c6-4152-9f85-cac6cffa5806,fc8148d3-8765-48a2-93ae-ace52ebb9fc2,2024-09-16 11:52:21,fedex,Brown PLC,04603056-d69a-4405-9925-d974ff211c8a,2024-11-06,2024-10-30
de23fc4f-4423-491f-b441-955a2f833605,de96bd47-e873-41f3-b657-f867c0aa4093,2024-10-01 23:53:10,fedex,Malone-Davenport,5aade236-cde3-4f9e-b018-97cf904c3c7f,2024-11-05,2024-11-02
4e23507f-1426-4158-81a7-9309eae3d2be,774f4e10-01f3-458d-98d4-c60412f89397,2024-09-12 01:35:51,ship to home,"Cervantes, Wallace and Carpenter",7e0d6d92-249f-44d9-b9b3-e76e17ddf688,2024-11-01,2024-10-14
121c2187-35e5-41ae-92a7-c0ae77a9813d,944768b1-5d51-423d-944f-7c15371a1819,2024-10-02 22:29:46,in-store pickup,"Vaughn, Hampton and Bailey",f420c6db-b580-4fdd-ab94-2baed201ae65,2024-10-29,2024-10-24
